2025-02-27 21:12:39,880 - INFO - Training started
2025-02-27 21:12:42,144 - INFO - Epoch 1/500, Loss: 4.5837, Training Accuracy:  0.0041, Validation Accuracy:  0.0096
2025-02-27 21:12:43,974 - INFO - Epoch 2/500, Loss: 4.5569, Training Accuracy:  0.0109, Validation Accuracy:  0.0256
2025-02-27 21:12:45,859 - INFO - Epoch 3/500, Loss: 4.3446, Training Accuracy:  0.0178, Validation Accuracy:  0.0224
2025-02-27 21:12:48,003 - INFO - Epoch 4/500, Loss: 3.7051, Training Accuracy:  0.0232, Validation Accuracy:  0.0224
2025-02-27 21:12:49,566 - INFO - Epoch 5/500, Loss: 3.6266, Training Accuracy:  0.0315, Validation Accuracy:  0.0256
2025-02-27 21:12:51,160 - INFO - Epoch 6/500, Loss: 3.5335, Training Accuracy:  0.0383, Validation Accuracy:  0.0320
2025-02-27 21:12:52,772 - INFO - Epoch 7/500, Loss: 3.3285, Training Accuracy:  0.0438, Validation Accuracy:  0.0416
2025-02-27 21:12:54,452 - INFO - Epoch 8/500, Loss: 2.9942, Training Accuracy:  0.0520, Validation Accuracy:  0.0353
2025-02-27 21:12:56,426 - INFO - Epoch 9/500, Loss: 2.8553, Training Accuracy:  0.0629, Validation Accuracy:  0.0512
2025-02-27 21:12:58,151 - INFO - Epoch 10/500, Loss: 2.8444, Training Accuracy:  0.0834, Validation Accuracy:  0.0417
2025-02-27 21:12:59,754 - INFO - Epoch 11/500, Loss: 2.9408, Training Accuracy:  0.1026, Validation Accuracy:  0.0704
2025-02-27 21:13:01,388 - INFO - Epoch 12/500, Loss: 2.8043, Training Accuracy:  0.0903, Validation Accuracy:  0.0705
2025-02-27 21:13:03,262 - INFO - Epoch 13/500, Loss: 2.5624, Training Accuracy:  0.1162, Validation Accuracy:  0.0769
2025-02-27 21:13:05,294 - INFO - Epoch 14/500, Loss: 2.6076, Training Accuracy:  0.1327, Validation Accuracy:  0.0641
2025-02-27 21:13:07,040 - INFO - Epoch 15/500, Loss: 2.6915, Training Accuracy:  0.1354, Validation Accuracy:  0.0801
2025-02-27 21:13:08,613 - INFO - Epoch 16/500, Loss: 2.3135, Training Accuracy:  0.1505, Validation Accuracy:  0.1121
2025-02-27 21:13:10,352 - INFO - Epoch 17/500, Loss: 2.2219, Training Accuracy:  0.1846, Validation Accuracy:  0.1282
2025-02-27 21:13:12,212 - INFO - Epoch 18/500, Loss: 2.0789, Training Accuracy:  0.2134, Validation Accuracy:  0.1026
2025-02-27 21:13:13,862 - INFO - Epoch 19/500, Loss: 2.0882, Training Accuracy:  0.2134, Validation Accuracy:  0.1313
2025-02-27 21:13:15,836 - INFO - Epoch 20/500, Loss: 1.9400, Training Accuracy:  0.2120, Validation Accuracy:  0.1570
2025-02-27 21:13:17,560 - INFO - Epoch 21/500, Loss: 1.7613, Training Accuracy:  0.2339, Validation Accuracy:  0.1634
2025-02-27 21:13:19,248 - INFO - Epoch 22/500, Loss: 1.8898, Training Accuracy:  0.2681, Validation Accuracy:  0.1890
2025-02-27 21:13:21,076 - INFO - Epoch 23/500, Loss: 1.7059, Training Accuracy:  0.2818, Validation Accuracy:  0.1763
2025-02-27 21:13:22,915 - INFO - Epoch 24/500, Loss: 1.5736, Training Accuracy:  0.2927, Validation Accuracy:  0.1731
2025-02-27 21:13:24,603 - INFO - Epoch 25/500, Loss: 1.6431, Training Accuracy:  0.3214, Validation Accuracy:  0.2178
