2025-03-12 12:45:59,903 - INFO - LSTM_divided(
  (lstm_pose): LSTM(132, 128, num_layers=4, batch_first=True, dropout=0.5)
  (lstm_hands): LSTM(126, 128, num_layers=4, batch_first=True, dropout=0.5)
  (dense1): Linear(in_features=128, out_features=128, bias=True)
  (dense2): Linear(in_features=256, out_features=256, bias=True)
  (dense_out): Linear(in_features=256, out_features=300, bias=True)
  (relu): ReLU()
  (softmax): Softmax(dim=2)
)
2025-03-12 12:46:00,060 - INFO - Training started
2025-03-12 12:46:08,059 - INFO - Epoch 1/500, Loss: 5.2074, Training Accuracy:  0.0076, Validation Accuracy:  0.0101
2025-03-12 12:46:16,136 - INFO - Epoch 2/500, Loss: 5.1736, Training Accuracy:  0.0120, Validation Accuracy:  0.0129
2025-03-12 12:46:24,485 - INFO - Epoch 3/500, Loss: 5.1534, Training Accuracy:  0.0165, Validation Accuracy:  0.0175
2025-03-12 12:46:33,792 - INFO - Epoch 4/500, Loss: 4.7890, Training Accuracy:  0.0263, Validation Accuracy:  0.0263
2025-03-12 12:46:42,769 - INFO - Epoch 5/500, Loss: 4.8494, Training Accuracy:  0.0370, Validation Accuracy:  0.0422
2025-03-12 12:46:51,185 - INFO - Epoch 6/500, Loss: 4.9824, Training Accuracy:  0.0489, Validation Accuracy:  0.0476
2025-03-12 12:46:59,501 - INFO - Epoch 7/500, Loss: 4.4813, Training Accuracy:  0.0649, Validation Accuracy:  0.0787
2025-03-12 12:47:07,559 - INFO - Epoch 8/500, Loss: 4.4104, Training Accuracy:  0.0912, Validation Accuracy:  0.0920
2025-03-12 12:47:16,576 - INFO - Epoch 9/500, Loss: 4.5647, Training Accuracy:  0.1065, Validation Accuracy:  0.1150
2025-03-12 12:47:25,623 - INFO - Epoch 10/500, Loss: 3.6546, Training Accuracy:  0.1454, Validation Accuracy:  0.1539
2025-03-12 12:47:34,783 - INFO - Epoch 11/500, Loss: 3.1391, Training Accuracy:  0.1962, Validation Accuracy:  0.2128
2025-03-12 12:47:43,586 - INFO - Epoch 12/500, Loss: 3.6138, Training Accuracy:  0.2576, Validation Accuracy:  0.2569
2025-03-12 12:47:52,375 - INFO - Epoch 13/500, Loss: 2.4922, Training Accuracy:  0.3190, Validation Accuracy:  0.3076
2025-03-12 12:48:01,036 - INFO - Epoch 14/500, Loss: 2.0871, Training Accuracy:  0.3776, Validation Accuracy:  0.3534
2025-03-12 12:48:08,810 - INFO - Epoch 15/500, Loss: 1.4480, Training Accuracy:  0.4451, Validation Accuracy:  0.4125
2025-03-12 12:48:17,330 - INFO - Epoch 16/500, Loss: 1.2457, Training Accuracy:  0.5135, Validation Accuracy:  0.4692
2025-03-12 12:48:26,119 - INFO - Epoch 17/500, Loss: 1.0450, Training Accuracy:  0.5536, Validation Accuracy:  0.4925
2025-03-12 12:48:34,728 - INFO - Epoch 18/500, Loss: 1.0967, Training Accuracy:  0.5988, Validation Accuracy:  0.5621
2025-03-12 12:48:43,564 - INFO - Epoch 19/500, Loss: 0.7932, Training Accuracy:  0.6438, Validation Accuracy:  0.5757
2025-03-12 12:48:51,961 - INFO - Epoch 20/500, Loss: 0.3884, Training Accuracy:  0.6750, Validation Accuracy:  0.5894
2025-03-12 12:49:00,759 - INFO - Epoch 21/500, Loss: 0.7823, Training Accuracy:  0.7096, Validation Accuracy:  0.6225
2025-03-12 12:49:09,587 - INFO - Epoch 22/500, Loss: 0.2579, Training Accuracy:  0.7311, Validation Accuracy:  0.6248
2025-03-12 12:49:17,096 - INFO - Epoch 23/500, Loss: 0.4506, Training Accuracy:  0.7548, Validation Accuracy:  0.6625
2025-03-12 12:49:26,557 - INFO - Epoch 24/500, Loss: 0.7434, Training Accuracy:  0.7778, Validation Accuracy:  0.6688
2025-03-12 12:49:34,986 - INFO - Epoch 25/500, Loss: 0.4163, Training Accuracy:  0.7811, Validation Accuracy:  0.6749
2025-03-12 12:49:43,275 - INFO - Epoch 26/500, Loss: 0.6000, Training Accuracy:  0.8079, Validation Accuracy:  0.6793
2025-03-12 12:49:52,229 - INFO - Epoch 27/500, Loss: 0.3490, Training Accuracy:  0.8124, Validation Accuracy:  0.6930
2025-03-12 12:50:00,019 - INFO - Epoch 28/500, Loss: 0.7385, Training Accuracy:  0.8174, Validation Accuracy:  0.7061
2025-03-12 12:50:08,956 - INFO - Epoch 29/500, Loss: 0.3272, Training Accuracy:  0.8411, Validation Accuracy:  0.7173
2025-03-12 12:50:17,287 - INFO - Epoch 30/500, Loss: 0.7051, Training Accuracy:  0.8499, Validation Accuracy:  0.7190
2025-03-12 12:50:25,526 - INFO - Epoch 31/500, Loss: 1.0074, Training Accuracy:  0.8532, Validation Accuracy:  0.7280
2025-03-12 12:50:34,199 - INFO - Epoch 32/500, Loss: 0.6598, Training Accuracy:  0.8496, Validation Accuracy:  0.7281
2025-03-12 12:50:43,635 - INFO - Epoch 33/500, Loss: 0.6567, Training Accuracy:  0.8714, Validation Accuracy:  0.7102
2025-03-12 12:50:51,701 - INFO - Epoch 34/500, Loss: 1.2064, Training Accuracy:  0.9476, Validation Accuracy:  0.7907
2025-03-12 12:51:00,760 - INFO - Epoch 35/500, Loss: 0.5810, Training Accuracy:  0.9629, Validation Accuracy:  0.7934
2025-03-12 12:51:09,412 - INFO - Epoch 36/500, Loss: 0.9349, Training Accuracy:  0.9615, Validation Accuracy:  0.7891
2025-03-12 12:51:17,536 - INFO - Epoch 37/500, Loss: 0.9420, Training Accuracy:  0.9605, Validation Accuracy:  0.7889
2025-03-12 12:51:26,388 - INFO - Epoch 38/500, Loss: 0.6975, Training Accuracy:  0.9629, Validation Accuracy:  0.7850
2025-03-12 12:51:34,154 - INFO - Epoch 39/500, Loss: 0.1567, Training Accuracy:  0.9563, Validation Accuracy:  0.7875
2025-03-12 12:51:42,046 - INFO - Epoch 40/500, Loss: 1.3669, Training Accuracy:  0.9642, Validation Accuracy:  0.7957
2025-03-12 12:51:50,039 - INFO - Epoch 41/500, Loss: 1.0697, Training Accuracy:  0.9624, Validation Accuracy:  0.7929
2025-03-12 12:51:58,316 - INFO - Epoch 42/500, Loss: 1.1627, Training Accuracy:  0.9602, Validation Accuracy:  0.7869
2025-03-12 12:52:07,480 - INFO - Epoch 43/500, Loss: 0.6495, Training Accuracy:  0.9587, Validation Accuracy:  0.7855
2025-03-12 12:52:15,680 - INFO - Epoch 44/500, Loss: 0.8601, Training Accuracy:  0.9551, Validation Accuracy:  0.7871
2025-03-12 12:52:24,156 - INFO - Epoch 45/500, Loss: 0.9255, Training Accuracy:  0.9660, Validation Accuracy:  0.7926
2025-03-12 12:52:33,312 - INFO - Epoch 46/500, Loss: 0.5870, Training Accuracy:  0.9706, Validation Accuracy:  0.7871
2025-03-12 12:52:42,379 - INFO - Epoch 47/500, Loss: 0.1043, Training Accuracy:  0.9693, Validation Accuracy:  0.7921
2025-03-12 12:52:50,578 - INFO - Epoch 48/500, Loss: 0.2540, Training Accuracy:  0.9671, Validation Accuracy:  0.7921
2025-03-12 12:52:58,085 - INFO - Epoch 49/500, Loss: 0.5979, Training Accuracy:  0.9637, Validation Accuracy:  0.7963
2025-03-12 12:53:06,016 - INFO - Epoch 50/500, Loss: 0.1508, Training Accuracy:  0.9638, Validation Accuracy:  0.7918
2025-03-12 12:53:15,111 - INFO - Epoch 51/500, Loss: 0.3757, Training Accuracy:  0.9694, Validation Accuracy:  0.7959
2025-03-12 12:53:23,336 - INFO - Epoch 52/500, Loss: 0.7372, Training Accuracy:  0.9696, Validation Accuracy:  0.7932
2025-03-12 12:53:32,460 - INFO - Epoch 53/500, Loss: 0.7347, Training Accuracy:  0.9656, Validation Accuracy:  0.7875
2025-03-12 12:53:41,311 - INFO - Epoch 54/500, Loss: 0.7703, Training Accuracy:  0.9667, Validation Accuracy:  0.7916
2025-03-12 12:53:50,127 - INFO - Epoch 55/500, Loss: 1.7125, Training Accuracy:  0.9654, Validation Accuracy:  0.7926
2025-03-12 12:53:58,541 - INFO - Epoch 56/500, Loss: 0.8205, Training Accuracy:  0.9707, Validation Accuracy:  0.7878
2025-03-12 12:54:07,647 - INFO - Epoch 57/500, Loss: 1.1459, Training Accuracy:  0.9715, Validation Accuracy:  0.7911
2025-03-12 12:54:16,148 - INFO - Epoch 58/500, Loss: 1.1127, Training Accuracy:  0.9690, Validation Accuracy:  0.7899
2025-03-12 12:54:24,741 - INFO - Epoch 59/500, Loss: 0.9145, Training Accuracy:  0.9864, Validation Accuracy:  0.8066
2025-03-12 12:54:32,941 - INFO - Epoch 60/500, Loss: 0.7168, Training Accuracy:  0.9899, Validation Accuracy:  0.8097
2025-03-12 12:54:41,258 - INFO - Epoch 61/500, Loss: 1.6140, Training Accuracy:  0.9902, Validation Accuracy:  0.8100
2025-03-12 12:54:48,890 - INFO - Epoch 62/500, Loss: 1.2138, Training Accuracy:  0.9890, Validation Accuracy:  0.8034
2025-03-12 12:54:57,244 - INFO - Epoch 63/500, Loss: 0.7132, Training Accuracy:  0.9903, Validation Accuracy:  0.8083
2025-03-12 12:55:05,989 - INFO - Epoch 64/500, Loss: 0.5678, Training Accuracy:  0.9914, Validation Accuracy:  0.8080
2025-03-12 12:55:14,930 - INFO - Epoch 65/500, Loss: 1.2684, Training Accuracy:  0.9876, Validation Accuracy:  0.8064
2025-03-12 12:55:23,236 - INFO - Epoch 66/500, Loss: 1.3755, Training Accuracy:  0.9899, Validation Accuracy:  0.8055
2025-03-12 12:55:31,830 - INFO - Epoch 67/500, Loss: 1.1013, Training Accuracy:  0.9900, Validation Accuracy:  0.8063
2025-03-12 12:55:40,206 - INFO - Epoch 68/500, Loss: 1.0767, Training Accuracy:  0.9879, Validation Accuracy:  0.8067
2025-03-12 12:55:48,106 - INFO - Epoch 69/500, Loss: 0.1918, Training Accuracy:  0.9905, Validation Accuracy:  0.8041
2025-03-12 12:55:57,179 - INFO - Epoch 70/500, Loss: 0.8885, Training Accuracy:  0.9924, Validation Accuracy:  0.8078
2025-03-12 12:56:05,847 - INFO - Epoch 71/500, Loss: 1.1916, Training Accuracy:  0.9938, Validation Accuracy:  0.8110
2025-03-12 12:56:14,015 - INFO - Epoch 72/500, Loss: 0.8713, Training Accuracy:  0.9930, Validation Accuracy:  0.8123
2025-03-12 12:56:21,788 - INFO - Epoch 73/500, Loss: 0.9091, Training Accuracy:  0.9942, Validation Accuracy:  0.8115
2025-03-12 12:56:31,356 - INFO - Epoch 74/500, Loss: 1.0021, Training Accuracy:  0.9944, Validation Accuracy:  0.8123
2025-03-12 12:56:40,075 - INFO - Epoch 75/500, Loss: 1.7949, Training Accuracy:  0.9940, Validation Accuracy:  0.8088
2025-03-12 12:56:48,710 - INFO - Epoch 76/500, Loss: 1.2560, Training Accuracy:  0.9950, Validation Accuracy:  0.8123
2025-03-12 12:56:56,760 - INFO - Epoch 77/500, Loss: 1.2583, Training Accuracy:  0.9943, Validation Accuracy:  0.8134
2025-03-12 12:57:04,940 - INFO - Epoch 78/500, Loss: 1.6249, Training Accuracy:  0.9941, Validation Accuracy:  0.8116
2025-03-12 12:57:13,466 - INFO - Epoch 79/500, Loss: 1.7086, Training Accuracy:  0.9945, Validation Accuracy:  0.8132
2025-03-12 12:57:21,493 - INFO - Epoch 80/500, Loss: 1.6002, Training Accuracy:  0.9945, Validation Accuracy:  0.8097
2025-03-12 12:57:30,134 - INFO - Epoch 81/500, Loss: 1.6236, Training Accuracy:  0.9957, Validation Accuracy:  0.8132
2025-03-12 12:57:38,818 - INFO - Epoch 82/500, Loss: 1.5927, Training Accuracy:  0.9953, Validation Accuracy:  0.8149
2025-03-12 12:57:48,005 - INFO - Epoch 83/500, Loss: 1.6379, Training Accuracy:  0.9953, Validation Accuracy:  0.8129
2025-03-12 12:57:56,536 - INFO - Epoch 84/500, Loss: 1.7192, Training Accuracy:  0.9951, Validation Accuracy:  0.8135
2025-03-12 12:58:05,117 - INFO - Epoch 85/500, Loss: 1.5177, Training Accuracy:  0.9955, Validation Accuracy:  0.8137
2025-03-12 12:58:13,458 - INFO - Epoch 86/500, Loss: 1.5131, Training Accuracy:  0.9953, Validation Accuracy:  0.8135
2025-03-12 12:58:21,836 - INFO - Epoch 87/500, Loss: 1.6080, Training Accuracy:  0.9950, Validation Accuracy:  0.8126
2025-03-12 12:58:29,702 - INFO - Epoch 88/500, Loss: 1.4997, Training Accuracy:  0.9951, Validation Accuracy:  0.8138
2025-03-12 12:58:38,411 - INFO - Epoch 89/500, Loss: 1.4935, Training Accuracy:  0.9957, Validation Accuracy:  0.8148
2025-03-12 12:58:47,179 - INFO - Epoch 90/500, Loss: 1.1463, Training Accuracy:  0.9948, Validation Accuracy:  0.8132
2025-03-12 12:58:55,096 - INFO - Epoch 91/500, Loss: 1.2889, Training Accuracy:  0.9947, Validation Accuracy:  0.8121
2025-03-12 12:59:03,117 - INFO - Epoch 92/500, Loss: 1.3117, Training Accuracy:  0.9958, Validation Accuracy:  0.8124
2025-03-12 12:59:11,450 - INFO - Epoch 93/500, Loss: 1.2310, Training Accuracy:  0.9955, Validation Accuracy:  0.8127
2025-03-12 12:59:19,732 - INFO - Epoch 94/500, Loss: 1.1153, Training Accuracy:  0.9958, Validation Accuracy:  0.8135
2025-03-12 12:59:27,882 - INFO - Epoch 95/500, Loss: 1.1500, Training Accuracy:  0.9957, Validation Accuracy:  0.8143
2025-03-12 12:59:37,221 - INFO - Epoch 96/500, Loss: 1.2505, Training Accuracy:  0.9957, Validation Accuracy:  0.8135
2025-03-12 12:59:45,758 - INFO - Epoch 97/500, Loss: 1.2846, Training Accuracy:  0.9964, Validation Accuracy:  0.8127
2025-03-12 12:59:53,546 - INFO - Epoch 98/500, Loss: 1.2585, Training Accuracy:  0.9956, Validation Accuracy:  0.8124
2025-03-12 13:00:01,973 - INFO - Epoch 99/500, Loss: 1.2326, Training Accuracy:  0.9949, Validation Accuracy:  0.8130
2025-03-12 13:00:11,117 - INFO - Epoch 100/500, Loss: 1.2231, Training Accuracy:  0.9960, Validation Accuracy:  0.8127
2025-03-12 13:00:20,367 - INFO - Epoch 101/500, Loss: 1.2449, Training Accuracy:  0.9954, Validation Accuracy:  0.8134
2025-03-12 13:00:29,120 - INFO - Epoch 102/500, Loss: 1.1868, Training Accuracy:  0.9958, Validation Accuracy:  0.8143
2025-03-12 13:00:37,526 - INFO - Epoch 103/500, Loss: 1.1592, Training Accuracy:  0.9955, Validation Accuracy:  0.8143
2025-03-12 13:00:46,612 - INFO - Epoch 104/500, Loss: 1.1460, Training Accuracy:  0.9960, Validation Accuracy:  0.8143
2025-03-12 13:00:55,170 - INFO - Epoch 105/500, Loss: 1.1760, Training Accuracy:  0.9953, Validation Accuracy:  0.8124
2025-03-12 13:01:03,534 - INFO - Epoch 106/500, Loss: 1.1509, Training Accuracy:  0.9959, Validation Accuracy:  0.8127
2025-03-12 13:01:11,656 - INFO - Epoch 107/500, Loss: 1.1609, Training Accuracy:  0.9957, Validation Accuracy:  0.8141
2025-03-12 13:01:19,669 - INFO - Epoch 108/500, Loss: 1.1650, Training Accuracy:  0.9966, Validation Accuracy:  0.8137
2025-03-12 13:01:27,878 - INFO - Epoch 109/500, Loss: 1.1988, Training Accuracy:  0.9962, Validation Accuracy:  0.8126
2025-03-12 13:01:37,439 - INFO - Epoch 110/500, Loss: 1.1556, Training Accuracy:  0.9962, Validation Accuracy:  0.8126
2025-03-12 13:01:45,300 - INFO - Epoch 111/500, Loss: 1.1478, Training Accuracy:  0.9960, Validation Accuracy:  0.8129
2025-03-12 13:01:53,748 - INFO - Epoch 112/500, Loss: 1.1664, Training Accuracy:  0.9955, Validation Accuracy:  0.8129
2025-03-12 13:02:01,882 - INFO - Epoch 113/500, Loss: 1.2286, Training Accuracy:  0.9962, Validation Accuracy:  0.8118
2025-03-12 13:02:09,867 - INFO - Epoch 114/500, Loss: 1.2370, Training Accuracy:  0.9962, Validation Accuracy:  0.8121
2025-03-12 13:02:17,927 - INFO - Epoch 115/500, Loss: 1.2304, Training Accuracy:  0.9959, Validation Accuracy:  0.8123
2025-03-12 13:02:26,155 - INFO - Epoch 116/500, Loss: 1.2293, Training Accuracy:  0.9966, Validation Accuracy:  0.8121
2025-03-12 13:02:34,830 - INFO - Epoch 117/500, Loss: 1.2388, Training Accuracy:  0.9966, Validation Accuracy:  0.8121
2025-03-12 13:02:42,510 - INFO - Epoch 118/500, Loss: 1.2437, Training Accuracy:  0.9964, Validation Accuracy:  0.8124
2025-03-12 13:02:51,623 - INFO - Epoch 119/500, Loss: 1.2462, Training Accuracy:  0.9959, Validation Accuracy:  0.8137
2025-03-12 13:03:00,007 - INFO - Epoch 120/500, Loss: 1.2406, Training Accuracy:  0.9964, Validation Accuracy:  0.8132
2025-03-12 13:03:07,681 - INFO - Epoch 121/500, Loss: 1.2486, Training Accuracy:  0.9957, Validation Accuracy:  0.8126
2025-03-12 13:03:16,473 - INFO - Epoch 122/500, Loss: 1.2535, Training Accuracy:  0.9968, Validation Accuracy:  0.8127
2025-03-12 13:03:26,222 - INFO - Epoch 123/500, Loss: 1.2436, Training Accuracy:  0.9956, Validation Accuracy:  0.8127
2025-03-12 13:03:34,749 - INFO - Epoch 124/500, Loss: 1.2482, Training Accuracy:  0.9964, Validation Accuracy:  0.8123
2025-03-12 13:03:43,498 - INFO - Epoch 125/500, Loss: 1.2420, Training Accuracy:  0.9964, Validation Accuracy:  0.8121
2025-03-12 13:03:50,963 - INFO - Epoch 126/500, Loss: 1.2435, Training Accuracy:  0.9958, Validation Accuracy:  0.8118
